Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,83216,-,-,-,34.01,-116.22,-8,1401,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Direction,Wind Speed,Fill Flag,Surface Albedo
2016,6,19,17,0,62,747,343,62,747,343,0,-69,39,84,1072,6793,1621,260,1,0,0.19994999468326569
2016,6,19,17,30,53,661,236,53,661,236,0,-65,37,84,1195,7391,1649,260,1,0,0.19994999468326569
2016,6,19,18,0,40,538,136,40,538,136,0,-58,35,84,1455,7976,1678,269,1,0,0.19994999468326569
2016,6,19,18,30,23,326,49,23,326,49,0,-54,33,84,1627,8547,1692,269,1,0,0.19994999468326569
2016,6,19,19,0,0,0,0,0,0,0,0,-48,31,84,1916,9099,1706,278,1,0,0.19994999468326569
2016,6,19,19,30,0,0,0,0,0,0,0,-46,30,84,2029,9628,1702,278,1,0,0.19994999468326569
2016,6,19,20,0,0,0,0,0,0,0,0,-44,30,85,2110,10129,1700,284,1,0,0.19994999468326569
2016,6,19,20,30,0,0,0,0,0,0,0,-42,29,85,2235,10597,1678,284,1,0,0.19994999468326569
2016,6,19,21,0,0,0,0,0,0,0,0,-40,29,85,2324,11024,1658,289,1,0,0.19994999468326569
2016,6,19,21,30,0,0,0,0,0,0,0,-38,28,85,2462,11402,1617,289,1,0,0.19994999468326569
2016,6,19,22,0,0,0,0,0,0,0,0,-38,28,85,2465,11722,1576,292,2,0,0.19994999468326569
2016,6,19,22,30,0,0,0,0,0,0,0,-38,28,85,2465,11974,1521,292,2,0,0.19994999468326569
2016,6,19,23,0,0,0,0,0,0,0,0,-40,28,85,2331,12149,1466,294,2,0,0.19994999468326569
2016,6,19,23,30,0,0,0,0,0,0,0,-38,27,85,2471,12241,1410,294,2,0,0.19994999468326569
2016,6,20,0,0,0,0,0,0,0,0,0,-43,27,85,2219,12246,1355,297,2,0,0.19994999468326569
2016,6,20,0,30,0,0,0,0,0,0,0,-43,27,84,2218,12163,1311,297,2,0,0.19994999468326569
2016,6,20,1,0,0,0,0,0,0,0,0,-49,27,84,1955,11995,1267,299,2,0,0.19994999468326569
2016,6,20,1,30,0,0,0,0,0,0,1,-47,26,84,2073,11751,1239,299,2,0,0.19994999468326569
2016,6,20,2,0,0,0,0,0,0,0,0,-50,26,84,1944,11437,1212,301,2,0,0.19994999468326569
2016,6,20,2,30,0,0,0,0,0,0,0,-50,26,84,1944,11065,1198,301,1,0,0.19994999468326569
2016,6,20,3,0,0,0,0,0,0,0,0,-51,26,84,1937,10643,1185,303,1,0,0.19994999468326569
2016,6,20,3,30,0,0,0,0,0,0,0,-51,26,84,1937,10179,1184,303,1,0,0.19994999468326569
2016,6,20,4,0,0,0,0,0,0,0,0,-50,26,84,1971,9681,1183,306,1,0,0.19994999468326569
2016,6,20,4,30,0,0,0,0,0,0,0,-52,27,85,1859,9154,1193,306,1,0,0.19994999468326569
2016,6,20,5,0,22,289,42,22,289,42,1,-52,28,85,1813,8604,1203,310,1,0,0.19994999468326569
2016,6,20,5,30,41,512,127,41,512,127,0,-56,30,85,1616,8035,1220,310,1,0,0.19994999468326569
2016,6,20,6,0,55,640,227,55,640,227,0,-59,33,85,1445,7451,1237,316,2,0,0.19994999468326569
2016,6,20,6,30,66,731,333,66,731,333,0,-61,34,85,1367,6855,1251,316,2,0,0.19994999468326569
2016,6,20,7,0,77,784,440,77,784,440,0,-62,36,85,1317,6248,1266,336,2,0,0.19994999468326569
2016,6,20,7,30,85,832,546,85,832,546,0,-64,37,85,1247,5635,1278,336,2,0,0.19994999468326569
2016,6,20,8,0,96,855,644,96,855,644,0,-70,39,85,1035,5016,1291,344,2,0,0.19994999468326569
2016,6,20,8,30,101,883,738,101,883,738,0,-70,39,85,1035,4395,1299,344,2,0,0.19994999468326569
2016,6,20,9,0,112,894,819,112,894,819,0,-75,40,85,923,3774,1309,345,2,0,0.19994999468326569
2016,6,20,9,30,116,911,893,116,911,893,0,-75,40,85,922,3158,1314,345,2,0,0.19994999468326569
2016,6,20,10,0,105,947,959,105,947,959,0,-78,41,85,841,2555,1320,347,2,0,0.19994999468326569
2016,6,20,10,30,107,955,1006,107,955,1006,0,-78,41,85,841,1979,1322,347,2,0,0.19994999468326569
2016,6,20,11,0,107,963,1039,107,963,1039,0,-81,42,85,771,1468,1325,347,2,0,0.19994999468326569
2016,6,20,11,30,108,966,1056,108,966,1056,0,-81,42,84,771,1118,1325,347,2,0,0.19994999468326569
2016,6,20,12,0,107,968,1057,107,968,1057,0,-84,43,84,709,1096,1326,345,2,0,0.19994999468326569
2016,6,20,12,30,106,965,1042,106,965,1042,0,-84,43,84,709,1419,1337,345,2,0,0.19994999468326569
2016,6,20,13,0,98,969,1014,98,969,1014,0,-85,43,84,688,1919,1348,338,2,0,0.19994999468326569
2016,6,20,13,30,96,961,968,96,961,968,0,-85,43,84,687,2490,1367,338,2,0,0.19994999468326569
2016,6,20,14,0,97,943,907,97,943,907,0,-85,43,84,682,3091,1388,330,2,0,0.19994999468326569
2016,6,20,14,30,94,927,834,94,927,834,0,-84,42,84,718,3706,1407,330,2,0,0.19994999468326569
2016,6,20,15,0,96,896,748,96,896,748,0,-84,42,84,721,4327,1426,321,3,0,0.19994999468326569
2016,6,20,15,30,90,869,655,90,869,655,0,-82,41,84,759,4948,1444,321,3,0,0.19994999468326569
2016,6,20,16,0,93,809,550,93,809,550,0,-82,41,84,770,5567,1463,311,3,0,0.19994999468326569
2016,6,20,16,30,85,760,444,85,760,444,0,-80,40,84,812,6182,1479,311,3,0,0.19994999468326569
2016,6,20,17,0,86,648,330,86,648,330,0,-79,40,84,834,6789,1495,301,3,0,0.19994999468326569
2016,6,20,17,30,71,552,224,71,552,224,0,-74,37,84,980,7386,1510,301,2,0,0.19994999468326569
2016,6,20,18,0,56,362,121,56,362,121,0,-68,35,84,1152,7972,1525,288,1,0,0.19994999468326569
2016,6,20,18,30,26,178,40,26,178,40,0,-65,33,84,1287,8543,1530,288,1,0,0.19994999468326569
2016,6,20,19,0,0,0,0,0,0,0,0,-60,32,84,1439,9094,1536,284,1,0,0.19994999468326569
2016,6,20,19,30,0,0,0,0,0,0,0,-58,31,84,1523,9624,1528,284,1,0,0.19994999468326569
2016,6,20,20,0,0,0,0,0,0,0,0,-56,31,84,1597,10126,1521,288,2,0,0.19994999468326569
2016,6,20,20,30,0,0,0,0,0,0,0,-54,30,84,1691,10594,1512,288,2,0,0.19994999468326569
2016,6,20,21,0,0,0,0,0,0,0,0,-54,30,84,1718,11021,1503,295,2,0,0.19994999468326569
2016,6,20,21,30,0,0,0,0,0,0,0,-51,29,84,1820,11399,1516,295,2,0,0.19994999468326569
2016,6,20,22,0,0,0,0,0,0,0,0,-50,28,84,1890,11719,1529,297,2,0,0.19994999468326569
2016,6,20,22,30,0,0,0,0,0,0,0,-48,27,84,2003,11972,1558,297,1,0,0.19994999468326569
2016,6,20,23,0,0,0,0,0,0,0,0,-49,27,84,1969,12148,1588,295,1,0,0.19994999468326569
2016,6,20,23,30,0,0,0,0,0,0,0,-49,27,84,1969,12241,1606,295,1,0,0.19994999468326569
2016,6,21,0,0,0,0,0,0,0,0,8,-49,27,84,1966,12246,1625,290,1,0,0.19994999468326569
2016,6,21,0,30,0,0,0,0,0,0,3,-49,27,84,1966,12164,1637,290,1,0,0.19994999468326569
2016,6,21,1,0,0,0,0,0,0,0,3,-50,27,84,1947,11997,1649,281,1,0,0.19994999468326569
2016,6,21,1,30,0,0,0,0,0,0,3,-50,27,84,1947,11753,1663,281,1,0,0.19994999468326569
2016,6,21,2,0,0,0,0,0,0,0,1,-51,27,84,1900,11440,1678,272,1,0,0.19994999468326569
2016,6,21,2,30,0,0,0,0,0,0,4,-51,27,84,1900,11068,1696,272,1,0,0.19994999468326569
2016,6,21,3,0,0,0,0,0,0,0,8,-53,27,84,1833,10646,1715,266,1,0,0.19994999468326569
2016,6,21,3,30,0,0,0,0,0,0,8,-52,27,84,1834,10182,1738,266,1,0,0.19994999468326569
2016,6,21,4,0,0,0,0,0,0,0,8,-54,27,84,1793,9684,1762,249,1,0,0.19994999468326569
2016,6,21,4,30,0,0,0,0,0,0,8,-54,27,84,1793,9158,1793,249,0,0,0.19994999468326569
2016,6,21,5,0,18,0,18,25,63,29,4,-55,28,85,1702,8608,1825,235,0,4,0.19994999468326569
2016,6,21,5,30,61,26,65,70,202,103,8,-57,29,85,1607,8040,1873,235,0,4,0.19994999468326569
2016,6,21,6,0,108,57,123,107,328,195,3,-57,30,85,1578,7456,1921,221,0,4,0.19994999468326569
2016,6,21,6,30,149,100,185,137,429,294,8,-59,31,85,1491,6859,1982,221,0,0,0.19994999468326569
2016,6,21,7,0,164,19,173,155,525,397,8,-59,32,85,1472,6253,2043,214,1,0,0.19994999468326569
2016,6,21,7,30,250,183,352,173,586,498,8,-59,32,85,1472,5639,2109,214,1,0,0.19994999468326569
2016,6,21,8,0,284,300,477,180,652,597,8,-61,33,85,1396,5021,2175,245,1,0,0.19994999468326569
2016,6,21,8,30,345,110,425,191,689,687,8,-63,34,85,1320,4399,2246,245,1,0,0.19994999468326569
2016,6,21,9,0,345,46,382,199,721,769,8,-64,35,85,1282,3779,2317,332,1,0,0.19994999468326569
2016,6,21,9,30,433,131,545,206,744,840,8,-64,35,85,1282,3163,2357,332,1,0,0.19994999468326569
2016,6,21,10,0,425,59,479,199,780,903,4,-57,35,85,1475,2559,2397,348,1,0,0.19994999468326569
2016,6,21,10,30,414,40,452,203,793,949,4,-57,35,85,1475,1983,2378,348,1,0,0.19994999468326569
2016,6,21,11,0,486,381,855,194,817,985,3,-56,36,85,1496,1472,2360,328,1,0,0.19994999468326569
2016,6,21,11,30,513,248,757,196,822,1002,3,-56,36,85,1495,1119,2292,328,1,0,0.19994999468326569
2016,6,21,12,0,181,844,1010,181,844,1010,1,-60,37,85,1358,1095,2225,292,1,0,0.19994999468326569
2016,6,21,12,30,180,843,997,180,843,997,3,-60,37,85,1358,1416,2128,292,1,4,0.19994999468326569
2016,6,21,13,0,143,887,982,143,887,982,1,-67,38,84,1146,1915,2031,267,2,0,0.19994999468326569
2016,6,21,13,30,140,880,939,140,880,939,0,-67,38,84,1146,2486,1935,267,2,0,0.19994999468326569
2016,6,21,14,0,121,892,888,121,892,888,0,-73,39,84,969,3087,1840,263,3,0,0.19994999468326569
2016,6,21,14,30,117,877,817,117,877,817,0,-73,39,84,969,3702,1785,263,3,0,0.19994999468326569
2016,6,21,15,0,110,859,737,110,859,737,0,-77,40,84,883,4322,1730,265,3,0,0.19994999468326569
2016,6,21,15,30,104,830,645,104,830,645,3,-75,39,84,931,4944,1725,265,3,4,0.19994999468326569
2016,6,21,16,0,104,776,542,104,776,542,1,-73,39,84,969,5563,1721,263,3,0,0.19994999468326569
2016,6,21,16,30,95,724,437,95,724,437,3,-72,38,84,1022,6177,1750,263,3,4,0.19994999468326569
2016,6,21,17,0,133,363,270,91,623,326,3,-66,37,84,1189,6785,1780,258,3,0,0.19994999468326569
2016,6,21,17,30,102,291,183,75,526,222,3,-62,35,84,1326,7382,1807,258,2,4,0.19994999468326569
2016,6,21,18,0,58,361,122,58,361,122,3,-53,33,84,1667,7968,1834,255,1,4,0.19994999468326569
2016,6,21,18,30,28,174,42,28,174,42,1,-49,31,84,1867,8539,1847,255,1,0,0.19994999468326569
2016,6,21,19,0,0,0,0,0,0,0,3,-42,30,84,2170,9091,1861,259,1,0,0.19994999468326569
2016,6,21,19,30,0,0,0,0,0,0,4,-40,29,84,2298,9621,1859,259,1,0,0.19994999468326569
2016,6,21,20,0,0,0,0,0,0,0,3,-36,29,84,2501,10123,1859,269,2,0,0.19994999468326569
2016,6,21,20,30,0,0,0,0,0,0,8,-34,28,84,2650,10591,1847,269,2,0,0.19994999468326569
2016,6,21,21,0,0,0,0,0,0,0,4,-27,27,84,3079,11019,1835,274,3,0,0.19994999468326569
2016,6,21,21,30,0,0,0,0,0,0,4,-25,26,84,3265,11397,1810,274,3,0,0.19994999468326569
2016,6,21,22,0,0,0,0,0,0,0,3,-19,25,84,3676,11718,1785,276,4,0,0.19994999468326569
2016,6,21,22,30,0,0,0,0,0,0,3,-19,25,84,3675,11971,1759,276,3,0,0.19994999468326569
2016,6,21,23,0,0,0,0,0,0,0,3,-19,25,84,3655,12148,1734,277,3,0,0.19994999468326569
2016,6,21,23,30,0,0,0,0,0,0,7,-17,24,84,3879,12241,1722,277,3,0,0.19994999468326569
2016,6,22,0,0,0,0,0,0,0,0,1,-18,24,84,3816,12247,1710,278,3,0,0.19994999468326569
2016,6,22,0,30,0,0,0,0,0,0,1,-18,24,84,3816,12165,1702,278,3,0,0.19994999468326569
2016,6,22,1,0,0,0,0,0,0,0,0,-19,24,84,3759,11999,1695,278,3,0,0.19994999468326569
2016,6,22,1,30,0,0,0,0,0,0,0,-19,24,84,3758,11755,1693,278,2,0,0.19994999468326569
2016,6,22,2,0,0,0,0,0,0,0,0,-20,24,84,3687,11443,1692,275,2,0,0.19994999468326569
2016,6,22,2,30,0,0,0,0,0,0,0,-17,23,84,3916,11071,1697,275,2,0,0.19994999468326569
2016,6,22,3,0,0,0,0,0,0,0,0,-18,23,84,3831,10650,1702,271,2,0,0.19994999468326569
2016,6,22,3,30,0,0,0,0,0,0,0,-16,22,84,4071,10186,1707,271,1,0,0.19994999468326569
2016,6,22,4,0,0,0,0,0,0,0,0,-17,22,84,3973,9689,1713,268,1,0,0.19994999468326569
2016,6,22,4,30,0,0,0,0,0,0,0,-20,23,84,3740,9162,1714,268,2,0,0.19994999468326569
2016,6,22,5,0,24,199,37,24,199,37,0,-24,24,84,3405,8613,1716,266,3,0,0.19994999468326569
2016,6,22,5,30,48,415,117,48,415,117,0,-26,25,84,3209,8044,1714,266,3,0,0.19994999468326569
2016,6,22,6,0,64,574,216,64,574,216,0,-35,27,84,2612,7460,1713,268,4,0,0.19994999468326569
2016,6,22,6,30,77,671,321,77,671,321,0,-38,28,84,2464,6864,1706,268,4,0,0.19994999468326569
2016,6,22,7,0,151,471,368,84,750,430,3,-46,30,84,1997,6258,1699,269,4,0,0.19994999468326569
2016,6,22,7,30,92,800,535,92,800,535,1,-48,31,84,1887,5644,1691,269,3,0,0.19994999468326569
2016,6,22,8,0,96,845,636,96,845,636,0,-52,32,84,1709,5026,1683,265,3,0,0.19994999468326569
2016,6,22,8,30,101,874,730,101,874,730,0,-54,33,84,1616,4404,1678,265,3,0,0.19994999468326569
2016,6,22,9,0,103,900,815,103,900,815,0,-59,35,84,1424,3784,1673,263,3,0,0.19994999468326569
2016,6,22,9,30,107,917,888,107,917,888,0,-59,35,84,1423,3168,1664,263,3,0,0.19994999468326569
2016,6,22,10,0,108,932,950,108,932,950,0,-61,36,84,1336,2564,1655,263,3,0,0.19994999468326569
2016,6,22,10,30,111,942,997,111,942,997,0,-63,37,84,1265,1988,1641,263,2,0,0.19994999468326569
2016,6,22,11,0,112,948,1029,112,948,1029,0,-65,38,84,1189,1476,1628,260,2,0,0.19994999468326569
2016,6,22,11,30,113,951,1046,113,951,1046,0,-65,38,84,1188,1122,1613,260,2,0,0.19994999468326569
2016,6,22,12,0,113,951,1048,113,951,1048,0,-68,39,84,1107,1095,1600,258,3,0,0.19994999468326569
2016,6,22,12,30,113,949,1033,113,949,1033,0,-68,39,84,1107,1414,1587,258,3,0,0.19994999468326569
2016,6,22,13,0,112,942,1003,112,942,1003,0,-69,39,84,1082,1912,1574,258,3,0,0.19994999468326569
2016,6,22,13,30,110,934,959,110,934,959,0,-69,39,84,1082,2482,1557,258,3,0,0.19994999468326569
2016,6,22,14,0,110,919,899,110,919,899,0,-69,39,84,1064,3083,1541,261,4,0,0.19994999468326569
2016,6,22,14,30,106,904,828,106,904,828,0,-68,38,84,1122,3698,1516,261,4,0,0.19994999468326569
2016,6,22,15,0,103,880,745,103,880,745,0,-68,38,84,1108,4318,1491,265,4,0,0.19994999468326569
2016,6,22,15,30,98,853,653,98,853,653,0,-66,37,84,1169,4940,1454,265,4,0,0.19994999468326569
2016,6,22,16,0,93,815,553,93,815,553,0,-65,36,84,1233,5559,1418,268,5,0,0.19994999468326569
2016,6,22,16,30,85,768,449,85,768,449,0,-61,34,84,1377,6173,1372,268,5,0,0.19994999468326569
2016,6,22,17,0,76,702,341,76,702,341,0,-58,33,84,1492,6781,1327,272,5,0,0.19994999468326569
2016,6,22,17,30,64,612,235,64,612,235,0,-54,31,84,1670,7379,1278,272,4,0,0.19994999468326569
2016,6,22,18,0,48,479,134,48,479,134,0,-49,30,84,1883,7965,1229,275,4,0,0.19994999468326569
2016,6,22,18,30,26,271,48,26,271,48,0,-45,28,84,2113,8535,1180,275,3,0,0.19994999468326569
2016,6,22,19,0,0,0,0,0,0,0,0,-40,27,84,2387,9088,1132,275,3,0,0.19994999468326569
2016,6,22,19,30,0,0,0,0,0,0,0,-38,26,84,2532,9618,1087,275,3,0,0.19994999468326569
2016,6,22,20,0,0,0,0,0,0,0,0,-33,25,84,2819,10120,1042,276,3,0,0.19994999468326569
2016,6,22,20,30,0,0,0,0,0,0,0,-31,24,84,2993,10589,998,276,3,0,0.19994999468326569
2016,6,22,21,0,0,0,0,0,0,0,0,-30,24,84,3037,11017,954,278,3,0,0.19994999468326569
2016,6,22,21,30,0,0,0,0,0,0,0,-28,23,84,3225,11396,911,278,3,0,0.19994999468326569
2016,6,22,22,0,0,0,0,0,0,0,0,-30,23,84,3053,11717,868,279,3,0,0.19994999468326569
2016,6,22,22,30,0,0,0,0,0,0,0,-28,22,84,3243,11971,828,279,3,0,0.19994999468326569
2016,6,22,23,0,0,0,0,0,0,0,0,-34,22,84,2865,12148,789,280,3,0,0.19994999468326569
2016,6,22,23,30,0,0,0,0,0,0,0,-34,22,84,2865,12242,759,280,3,0,0.19994999468326569
2016,6,23,0,0,0,0,0,0,0,0,0,-44,22,84,2368,12249,730,279,3,0,0.19994999468326569
2016,6,23,0,30,0,0,0,0,0,0,0,-42,21,84,2516,12167,714,279,3,0,0.19994999468326569
2016,6,23,1,0,0,0,0,0,0,0,0,-51,21,84,2087,12002,698,280,3,0,0.19994999468326569
2016,6,23,1,30,0,0,0,0,0,0,0,-51,21,84,2086,11758,692,280,2,0,0.19994999468326569
2016,6,23,2,0,0,0,0,0,0,0,0,-56,21,84,1839,11447,686,280,2,0,0.19994999468326569
2016,6,23,2,30,0,0,0,0,0,0,0,-54,20,84,1955,11075,685,280,2,0,0.19994999468326569
2016,6,23,3,0,0,0,0,0,0,0,0,-57,20,84,1850,10654,684,280,2,0,0.19994999468326569
2016,6,23,3,30,0,0,0,0,0,0,0,-57,20,84,1850,10191,688,280,2,0,0.19994999468326569
2016,6,23,4,0,0,0,0,0,0,0,0,-57,20,84,1831,9693,693,280,2,0,0.19994999468326569
2016,6,23,4,30,0,0,0,0,0,0,0,-59,21,84,1722,9167,702,280,2,0,0.19994999468326569
2016,6,23,5,0,20,359,44,20,359,44,0,-60,22,84,1660,8617,712,279,2,0,0.19994999468326569
2016,6,23,5,30,36,587,133,36,587,133,0,-64,24,84,1471,8049,726,279,2,0,0.19994999468326569
2016,6,23,6,0,47,716,237,47,716,237,0,-67,26,84,1339,7465,740,279,3,0,0.19994999468326569
2016,6,23,6,30,56,800,347,56,800,347,0,-71,28,84,1191,6869,757,279,2,0,0.19994999468326569
2016,6,23,7,0,63,857,457,63,857,457,0,-77,30,84,1012,6263,774,280,2,0,0.19994999468326569
2016,6,23,7,30,68,898,564,68,898,564,0,-79,31,84,956,5649,794,280,1,0,0.19994999468326569
2016,6,23,8,0,73,928,666,73,928,666,0,-84,33,84,815,5031,814,255,1,0,0.19994999468326569
2016,6,23,8,30,77,952,761,77,952,761,0,-86,34,84,771,4409,836,255,1,0,0.19994999468326569
2016,6,23,9,0,81,968,845,81,968,845,0,-88,35,84,723,3789,858,239,1,0,0.19994999468326569
2016,6,23,9,30,83,982,919,83,982,919,0,-89,36,84,684,3173,882,239,1,0,0.19994999468326569
2016,6,23,10,0,84,994,980,84,994,980,0,-90,37,84,654,2569,906,242,1,0,0.19994999468326569
2016,6,23,10,30,85,1001,1027,85,1001,1027,0,-90,37,84,653,1993,929,242,1,0,0.19994999468326569
2016,6,23,11,0,87,1004,1058,87,1004,1058,0,-91,38,84,635,1480,952,252,1,0,0.19994999468326569
2016,6,23,11,30,88,1006,1074,88,1006,1074,0,-91,38,84,635,1125,973,252,0,0,0.19994999468326569
2016,6,23,12,0,88,1004,1074,88,1004,1074,,-91,39,84,621,1095,994,260,0,1,0.19994999468326569
2016,6,23,12,30,88,1001,1059,88,1001,1059,0,-91,39,84,621,1412,1006,260,0,0,0.19994999468326569
2016,6,23,13,0,96,984,1026,96,984,1026,0,-93,40,84,590,1909,1018,263,0,0,0.19994999468326569
2016,6,23,13,30,94,976,981,94,976,981,0,-93,40,84,590,2479,1020,263,0,0,0.19994999468326569
2016,6,23,14,0,92,964,921,92,964,921,0,-93,40,84,584,3080,1025,270,0,0,0.19994999468326569
2016,6,23,14,30,89,949,849,89,949,849,0,-92,39,84,616,3694,1022,270,0,0,0.19994999468326569
2016,6,23,15,0,87,928,764,87,928,764,0,-92,39,84,613,4315,1020,277,1,0,0.19994999468326569
2016,6,23,15,30,83,903,671,83,903,671,0,-90,38,84,647,4936,1014,277,1,0,0.19994999468326569
2016,6,23,16,0,79,867,569,79,867,569,0,-90,38,84,648,5555,1010,275,1,0,0.19994999468326569
2016,6,23,16,30,72,823,463,72,823,463,0,-89,37,84,684,6170,1002,275,1,0,0.19994999468326569
2016,6,23,17,0,66,758,353,66,758,353,0,-88,37,84,689,6777,995,271,2,0,0.19994999468326569
2016,6,23,17,30,56,672,244,56,672,244,0,-83,34,84,812,7375,985,271,1,0,0.19994999468326569
2016,6,23,18,0,43,537,140,43,537,140,0,-78,32,84,945,7961,975,269,1,0,0.19994999468326569
2016,6,23,18,30,25,324,51,25,324,51,0,-75,30,84,1059,8532,970,269,1,0,0.19994999468326569
2016,6,23,19,0,0,0,0,0,0,0,0,-71,28,84,1203,9085,966,273,1,0,0.19994999468326569
2016,6,23,19,30,0,0,0,0,0,0,0,-69,27,84,1276,9615,964,273,1,0,0.19994999468326569
2016,6,23,20,0,0,0,0,0,0,0,0,-69,27,84,1264,10118,963,284,1,0,0.19994999468326569
2016,6,23,20,30,0,0,0,0,0,0,0,-67,26,84,1340,10587,964,284,1,0,0.19994999468326569
2016,6,23,21,0,0,0,0,0,0,0,0,-70,25,84,1281,11015,965,292,2,0,0.19994999468326569
2016,6,23,21,30,0,0,0,0,0,0,0,-68,24,84,1360,11395,970,292,2,0,0.19994999468326569
2016,6,23,22,0,0,0,0,0,0,0,0,-73,24,84,1215,11717,975,291,2,0,0.19994999468326569
2016,6,23,22,30,0,0,0,0,0,0,0,-71,23,84,1290,11971,980,291,2,0,0.19994999468326569
2016,6,23,23,0,0,0,0,0,0,0,0,-73,23,84,1222,12149,985,288,2,0,0.19994999468326569
2016,6,23,23,30,0,0,0,0,0,0,0,-71,22,84,1298,12244,990,288,1,0,0.19994999468326569
2016,6,24,0,0,0,0,0,0,0,0,0,-73,22,84,1234,12251,995,285,1,0,0.19994999468326569
2016,6,24,0,30,0,0,0,0,0,0,0,-73,22,84,1233,12170,995,285,1,0,0.19994999468326569
2016,6,24,1,0,0,0,0,0,0,0,0,-75,22,84,1195,12005,996,283,1,0,0.19994999468326569
2016,6,24,1,30,0,0,0,0,0,0,0,-75,22,84,1195,11762,992,283,1,0,0.19994999468326569
2016,6,24,2,0,0,0,0,0,0,0,0,-73,22,84,1248,11451,989,283,1,0,0.19994999468326569
2016,6,24,2,30,0,0,0,0,0,0,0,-71,21,84,1326,11080,987,283,1,0,0.19994999468326569
2016,6,24,3,0,0,0,0,0,0,0,0,-67,21,84,1466,10659,985,284,1,0,0.19994999468326569
2016,6,24,3,30,0,0,0,0,0,0,0,-67,21,84,1466,10196,978,284,1,0,0.19994999468326569
2016,6,24,4,0,0,0,0,0,0,0,0,-61,21,84,1672,9698,972,285,1,0,0.19994999468326569
2016,6,24,4,30,0,0,0,0,0,0,0,-63,22,84,1574,9172,954,285,1,0,0.19994999468326569
2016,6,24,5,0,19,356,43,19,356,43,0,-59,23,84,1679,8623,937,284,2,0,0.19994999468326569
2016,6,24,5,30,35,585,131,35,585,131,0,-63,25,84,1490,8054,913,284,2,0,0.19994999468326569
2016,6,24,6,0,44,722,235,44,722,235,0,-63,27,84,1446,7470,889,282,3,0,0.19994999468326569
2016,6,24,6,30,52,806,345,52,806,345,0,-67,29,84,1288,6874,864,282,3,0,0.19994999468326569
2016,6,24,7,0,58,867,456,58,867,456,0,-70,31,84,1178,6268,840,285,3,0,0.19994999468326569
2016,6,24,7,30,63,909,564,63,909,564,0,-72,32,84,1113,5655,820,285,2,0,0.19994999468326569
2016,6,24,8,0,67,941,668,67,941,668,0,-76,34,84,969,5036,801,284,2,0,0.19994999468326569
2016,6,24,8,30,70,965,763,70,965,763,0,-78,35,84,917,4415,790,284,1,0,0.19994999468326569
2016,6,24,9,0,74,983,849,74,983,849,0,-81,36,84,835,3794,780,270,1,0,0.19994999468326569
2016,6,24,9,30,76,997,924,76,997,924,0,-81,36,84,835,3178,777,270,0,0,0.19994999468326569
2016,6,24,10,0,78,1007,986,78,1007,986,0,-84,37,84,761,2574,775,231,0,0,0.19994999468326569
2016,6,24,10,30,80,1015,1034,80,1015,1034,0,-84,37,84,760,1998,777,231,0,0,0.19994999468326569
2016,6,24,11,0,81,1018,1066,81,1018,1066,0,-87,38,84,708,1485,779,196,0,0,0.19994999468326569
2016,6,24,11,30,82,1021,1083,82,1021,1083,0,-87,38,84,708,1129,786,196,0,0,0.19994999468326569
2016,6,24,12,0,83,1019,1084,83,1019,1084,0,-88,39,84,672,1097,793,183,0,0,0.19994999468326569
2016,6,24,12,30,82,1016,1069,82,1016,1069,0,-88,39,84,671,1411,805,183,0,0,0.19994999468326569
2016,6,24,13,0,81,1012,1038,81,1012,1038,0,-88,39,84,680,1907,818,185,0,0,0.19994999468326569
2016,6,24,13,30,80,1004,992,80,1004,992,0,-88,39,84,679,2476,833,185,0,0,0.19994999468326569
2016,6,24,14,0,80,990,931,80,990,931,0,-87,39,84,697,3076,848,205,0,0,0.19994999468326569
2016,6,24,14,30,77,976,858,77,976,858,0,-85,38,84,735,3691,862,205,0,0,0.19994999468326569
2016,6,24,15,0,76,954,773,76,954,773,0,-84,38,84,762,4311,877,243,0,0,0.19994999468326569
2016,6,24,15,30,72,930,679,72,930,679,0,-82,37,84,804,4933,888,243,0,0,0.19994999468326569
